"Downloaded on",04/07/2021,"10:50:53 EDT"
"Search URL",https://www.congress.gov/search?q=%7B%22source%22%3A%22comreports%22%2C%22congress%22%3A%22116%22%7D&pageSort=numberAsc

"Report Number",URL,Congress,Accompanies,Title,Committee
"H. Rept. 116-322",https://www.congress.gov/congressional-report/116th-congress/house-report/322/1,"116th Congress (2019-2020)","H.Res. 741","PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 4) TO AMEND THE VOTING RIGHTS ACT OF 1965 TO REVISE THE CRITERIA FOR DETERMINING WHICH STATES AND POLITICAL SUBDIVISIONS ARE SUBJECT TO SECTION 4 OF THE ACT, AND FOR OTHER PURPOSES, AND PROVIDING FOR CONSIDERATION OF THE RESOLUTION (H. RES. 326) EXPRESSING THE SENSE OF THE HOUSE OF REPRESENTATIVES REGARDING UNITED STATES EFFORTS TO RESOLVE THE ISRAELI-PALESTINIAN CONFLICT THROUGH A NEGOTIATED TWO-STATE SOLUTION","House Rules"
"H. Rept. 116-323",https://www.congress.gov/congressional-report/116th-congress/house-report/323/1,"116th Congress (2019-2020)","H.R. 2405","NATIONAL SEA GRANT COLLEGE PROGRAM AMENDMENTS ACT OF 2019","House Natural Resources"
"H. Rept. 116-324,Part 1",https://www.congress.gov/congressional-report/116th-congress/house-report/324/1,"116th Congress (2019-2020)","H.R. 3","LOWER DRUG COSTS NOW ACT OF 2019","House Energy and Commerce"
"H. Rept. 116-324,Part 2",https://www.congress.gov/congressional-report/116th-congress/house-report/324/2,"116th Congress (2019-2020)","H.R. 3","LOWER DRUG COSTS NOW ACT OF 2019","House Ways and Means"
"H. Rept. 116-324,Part 3",https://www.congress.gov/congressional-report/116th-congress/house-report/324/3,"116th Congress (2019-2020)","H.R. 3","LOWER DRUG COSTS NOW ACT OF 2019","House Education and Labor"
"H. Rept. 116-325,Part 1",https://www.congress.gov/congressional-report/116th-congress/house-report/325/1,"116th Congress (2019-2020)","H.R. 4650","MEDICARE DENTAL COVERAGE ACT OF 2019","House Ways and Means"
"H. Rept. 116-325,Part 2",https://www.congress.gov/congressional-report/116th-congress/house-report/325/2,"116th Congress (2019-2020)","H.R. 4650","MEDICARE DENTAL COVERAGE ACT OF 2019","House Energy and Commerce"
"H. Rept. 116-326,Part 1",https://www.congress.gov/congressional-report/116th-congress/house-report/326/1,"116th Congress (2019-2020)","H.R. 4618","MEDICARE HEARING ACT OF 2019","House Ways and Means"
"H. Rept. 116-326,Part 2",https://www.congress.gov/congressional-report/116th-congress/house-report/326/2,"116th Congress (2019-2020)","H.R. 4618","MEDICARE HEARING ACT OF 2019","House Energy and Commerce"
"H. Rept. 116-327,Part 1",https://www.congress.gov/congressional-report/116th-congress/house-report/327/1,"116th Congress (2019-2020)","H.R. 4665","MEDICARE VISION ACT OF 2019","House Ways and Means"
"H. Rept. 116-327,Part 2",https://www.congress.gov/congressional-report/116th-congress/house-report/327/2,"116th Congress (2019-2020)","H.R. 4665","MEDICARE VISION ACT OF 2019","House Energy and Commerce"
"H. Rept. 116-328",https://www.congress.gov/congressional-report/116th-congress/house-report/328/1,"116th Congress (2019-2020)","H.R. 5038","FARM WORKFORCE MODERNIZATION ACT OF 2019","House Judiciary"
"H. Rept. 116-329",https://www.congress.gov/congressional-report/116th-congress/house-report/329/1,"116th Congress (2019-2020)","H.R. 5035","TELEVISION VIEWER PROTECTION ACT OF 2019","House Energy and Commerce"
"H. Rept. 116-330",https://www.congress.gov/congressional-report/116th-congress/house-report/330/1,"116th Congress (2019-2020)","H.Res. 748","PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 729) TO AMEND THE COASTAL ZONE MANAGEMENT ACT OF 1972 TO AUTHORIZE GRANTS TO INDIAN TRIBES TO FURTHER ACHIEVEMENT OF TRIBAL COASTAL ZONE OBJECTIVES, AND FOR OTHER PURPOSES","House Rules"
"H. Rept. 116-331",https://www.congress.gov/congressional-report/116th-congress/house-report/331/1,"116th Congress (2019-2020)","H.R. 3621","STUDENT BORROWER CREDIT IMPROVEMENT ACT","House Financial Services"
"H. Rept. 116-332",https://www.congress.gov/congressional-report/116th-congress/house-report/332/1,"116th Congress (2019-2020)","H.R. 2328","REAUTHORIZING AND EXTENDING AMERICA'S COMMUNITY HEALTH ACT","House Energy and Commerce"
"H. Rept. 116-333",https://www.congress.gov/congressional-report/116th-congress/house-report/333/1,"116th Congress (2019-2020)","S. 1790","NATIONAL DEFENSE AUTHORIZATION ACT FOR FISCAL YEAR 2020",
"H. Rept. 116-334",https://www.congress.gov/congressional-report/116th-congress/house-report/334/1,"116th Congress (2019-2020)","H.Res. 758","PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 3) TO ESTABLISH A FAIR PRICE NEGOTIATION PROGRAM, PROTECT THE MEDICARE PROGRAM FROM EXCESSIVE PRICE INCREASES, AND ESTABLISH AN OUT-OF-POCKET MAXIMUM FOR MEDICARE PART D ENROLLEES, AND FOR OTHER PURPOSES; PROVIDING FOR CONSIDERATION OF THE BILL (H.R.5038) TO AMEND THE IMMIGRATION AND NATIONALITY ACT TO PROVIDE FOR TERMS AND CONDITIONS FOR NONIMMIGRANT WORKERS PERFORMING AGRICULTURAL LABOR OR SERVICES, AND FOR OTHER PURPOSES; AND PROVIDING FOR CONSIDERATION OF THE CONFERENCE REPORT TO ACCOMPANY THE BILL (S. 1790) TO AUTHORIZE APPROPRIATIONS FOR FISCAL YEAR 2020 FOR MILITARY ACTIVITIES OF THE DEPARTMENT OF DEFENSE, FOR MILITARY CONSTRUCTION, AND FOR DEFENSE ACTIVITIES OF THE DEPARTMENT OF ENERGY, TO PRESCRIBE MILITARY PERSONNEL STRENGTHS FOR SUCH FISCAL YEAR, AND FOR OTHER PURPOSES","House Rules"
"H. Rept. 116-335",https://www.congress.gov/congressional-report/116th-congress/house-report/335/1,"116th Congress (2019-2020)",,"REPORT of the HOUSE PERMANENT SELECT COMMITTEE ON INTELLIGENCE on THE TRUMP-UKRAINE IMPEACHMENT INQUIRY REPORT together with MINORITY VIEWS","House Intelligence (Permanent Select)"
"H. Rept. 116-336",https://www.congress.gov/congressional-report/116th-congress/house-report/336/1,"116th Congress (2019-2020)","H.R. 4242","GREATER ACCOUNTABILITY IN PAY ACT","House Financial Services"
"H. Rept. 116-337",https://www.congress.gov/congressional-report/116th-congress/house-report/337/1,"116th Congress (2019-2020)","H.R. 4320","CORPORATE MANAGEMENT ACCOUNTABILITY ACT OF 2019","House Financial Services"
"H. Rept. 116-338",https://www.congress.gov/congressional-report/116th-congress/house-report/338/1,"116th Congress (2019-2020)","H.R. 1620","CHESAPEAKE BAY PROGRAM REAUTHORIZATION ACT","House Transportation and Infrastructure"
"H. Rept. 116-339",https://www.congress.gov/congressional-report/116th-congress/house-report/339/1,"116th Congress (2019-2020)","H.R. 2548","HAZARD ELIGIBILITY AND LOCAL PROJECTS ACT","House Transportation and Infrastructure"
"H. Rept. 116-340",https://www.congress.gov/congressional-report/116th-congress/house-report/340/1,"116th Congress (2019-2020)","H.R. 4719","FUNDING INSTRUCTION FOR SAFETY, HEALTH, AND SECURITY AVOIDS FISHING EMERGENCIES ACT","House Transportation and Infrastructure"
"H. Rept. 116-341",https://www.congress.gov/congressional-report/116th-congress/house-report/341/1,"116th Congress (2019-2020)","H.R. 3256","PROTECTING AND SECURING CHEMICAL FACILITIES FROM TERRORIST ATTACKS ACT OF 2019","House Homeland Security"
"H. Rept. 116-342",https://www.congress.gov/congressional-report/116th-congress/house-report/342/1,"116th Congress (2019-2020)","H.R. 4704","ADVANCING RESEARCH TO PREVENT SUICIDE ACT","House Science, Space, and Technology"
"H. Rept. 116-343",https://www.congress.gov/congressional-report/116th-congress/house-report/343/1,"116th Congress (2019-2020)","H.R. 5065","PRISON TO PROPRIETORSHIP FOR FORMERLY INCARCERATED ACT","House Small Business"
"H. Rept. 116-344",https://www.congress.gov/congressional-report/116th-congress/house-report/344/1,"116th Congress (2019-2020)","H.R. 5078","PRISON TO PROPRIETORSHIP ACT","House Small Business"
"H. Rept. 116-345",https://www.congress.gov/congressional-report/116th-congress/house-report/345/1,"116th Congress (2019-2020)","H.R. 5377","RESTORING TAX FAIRNESS FOR STATES AND LOCALITIES ACT","House Ways and Means"
"H. Rept. 116-346",https://www.congress.gov/congressional-report/116th-congress/house-report/346/1,"116th Congress (2019-2020)","H.Res. 755","IMPEACHMENT OF DONALD J. TRUMP PRESIDENT OF THE UNITED STATES","House Judiciary"
"H. Rept. 116-347",https://www.congress.gov/congressional-report/116th-congress/house-report/347/1,"116th Congress (2019-2020)","H.R. 2474","PROTECTING THE RIGHT TO ORGANIZE ACT OF 2019","House Education and Labor"
"H. Rept. 116-348",https://www.congress.gov/congressional-report/116th-congress/house-report/348/1,"116th Congress (2019-2020)","H.R. 2647","SAFER OCCUPANCY FURNITURE FLAMMABILITY ACT","House Energy and Commerce"
"H. Rept. 116-349",https://www.congress.gov/congressional-report/116th-congress/house-report/349/1,"116th Congress (2019-2020)","H.R. 4227","MAPPING ACCURACY PROMOTES SERVICES ACT","House Energy and Commerce"
"H. Rept. 116-350",https://www.congress.gov/congressional-report/116th-congress/house-report/350/1,"116th Congress (2019-2020)","H.R. 4229","BROADBAND DEPLOYMENT ACCURACY AND TECHNOLOGICAL AVAILABILITY ACT","House Energy and Commerce"
"H. Rept. 116-351",https://www.congress.gov/congressional-report/116th-congress/house-report/351/1,"116th Congress (2019-2020)","H.R. 4779","TO EXTEND THE UNDERTAKING SPAM, SPYWARE, AND FRAUD ENFORCEMENT WITH ENFORCERS BEYOND BORDERS ACT OF 2006, AND FOR OTHER PURPOSES","House Energy and Commerce"
"H. Rept. 116-352",https://www.congress.gov/congressional-report/116th-congress/house-report/352/1,"116th Congress (2019-2020)","H.R. 4998","SECURE AND TRUSTED COMMUNICATIONS NETWORKS ACT OF 2019","House Energy and Commerce"
"H. Rept. 116-353",https://www.congress.gov/congressional-report/116th-congress/house-report/353/1,"116th Congress (2019-2020)","H.Res. 765","PROVIDING FOR CONSIDERATION OF THE SENATE AMENDMENT TO THE BILL (H.R. 1158) TO AUTHORIZE CYBER INCIDENT RESPONSE TEAMS AT THE DEPARTMENT OF HOMELAND SECURITY, AND FOR OTHER PURPOSES; PROVIDING FOR CONSIDERATION OF THE SENATE AMENDMENT TO THE BILL (H.R. 1865) TO REQUIRE THE SECRETARY OF THE TREASURY TO MINT A COIN IN COMMEMORATION OF THE OPENING OF THE NATIONAL LAW ENFORCEMENT MUSEUM IN THE DISTRICT OF COLUMBIA, AND FOR OTHER PURPOSES; AND PROVIDING FOR THE ADOPTION OF THE RESOLUTION (H. RES. 761) PERMITTING INDIVIDUALS TO BE ADMITTED TO THE HALL OF THE HOUSE IN ORDER TO OBTAIN FOOTAGE OF THE HOUSE IN SESSION FOR INCLUSION IN THE ORIENTATION FILM TO BE SHOWN TO VISITORS AT THE CAPITOL VISITOR CENTER","House Rules"
"H. Rept. 116-354",https://www.congress.gov/congressional-report/116th-congress/house-report/354/1,"116th Congress (2019-2020)","H.R. 5140","SATELLITE TELEVISION COMMUNITY PROTECTION AND PROMOTION ACT OF 2019","House Judiciary"
"H. Rept. 116-355",https://www.congress.gov/congressional-report/116th-congress/house-report/355/1,"116th Congress (2019-2020)","H.Res. 767","PROVIDING FOR CONSIDERATION OF THE RESOLUTION (H. RES. 755) IMPEACHING DONALD JOHN TRUMP, PRESIDENT OF THE UNITED STATES, FOR HIGH CRIMES AND MISDEMEANORS","House Rules"
"H. Rept. 116-356",https://www.congress.gov/congressional-report/116th-congress/house-report/356/1,"116th Congress (2019-2020)","H.R. 3787","DHS COUNTERING UNMANNED AIRCRAFT SYSTEMS COORDINATOR ACT","House Homeland Security"
"H. Rept. 116-357",https://www.congress.gov/congressional-report/116th-congress/house-report/357/1,"116th Congress (2019-2020)","H.Res. 772","PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 5377) TO AMEND THE INTERNAL REVENUE CODE OF 1986 TO MODIFY THE LIMITATION ON DEDUCTION OF STATE AND LOCAL TAXES, AND FOR OTHER PURPOSES","House Rules"
"H. Rept. 116-358",https://www.congress.gov/congressional-report/116th-congress/house-report/358/1,"116th Congress (2019-2020)","H.R. 5430","UNITED STATES-MEXICO-CANADA AGREEMENT IMPLEMENTATION ACT","House Ways and Means"
"H. Rept. 116-359",https://www.congress.gov/congressional-report/116th-congress/house-report/359/1,"116th Congress (2019-2020)",,"IN THE MATTER OF ALLEGATIONS RELATING TO REPRESENTATIVE CATHY MCMORRIS RODGERS","House Ethics"
"H. Rept. 116-360",https://www.congress.gov/congressional-report/116th-congress/house-report/360/1,"116th Congress (2019-2020)","H.R. 5130","CAPTURING ALL SMALL BUSINESSES ACT OF 2019","House Small Business"
"H. Rept. 116-361",https://www.congress.gov/congressional-report/116th-congress/house-report/361/1,"116th Congress (2019-2020)","H.R. 5146","UNLOCKING OPPORTUNITIES FOR SMALL BUSINESSES ACT OF 2019","House Small Business"
"H. Rept. 116-362",https://www.congress.gov/congressional-report/116th-congress/house-report/362/1,"116th Congress (2019-2020)","H.R. 3622","RESTORING UNFAIRLY IMPAIRED CREDIT AND PROTECTING CONSUMERS ACT","House Financial Services"
"H. Rept. 116-363",https://www.congress.gov/congressional-report/116th-congress/house-report/363/1,"116th Congress (2019-2020)","H.R. 3642","IMPROVING CREDIT REPORTING FOR ALL CONSUMERS ACT","House Financial Services"
"H. Rept. 116-364",https://www.congress.gov/congressional-report/116th-congress/house-report/364/1,"116th Congress (2019-2020)","H.R. 535","PFAS ACTION ACT OF 2019","House Energy and Commerce"
"H. Rept. 116-365",https://www.congress.gov/congressional-report/116th-congress/house-report/365/1,"116th Congress (2019-2020)","H.R. 4329","ESG DISCLOSURE SIMPLIFICATION ACT OF 2019","House Financial Services"
"H. Rept. 116-366",https://www.congress.gov/congressional-report/116th-congress/house-report/366/1,"116th Congress (2019-2020)","H.Res. 779","PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 535) TO REQUIRE THE ADMINISTRATOR OF THE ENVIRONMENTAL PROTECTION AGENCY TO DESIGNATE PER- AND POLYFLUOROALKYL SUBSTANCES AS HAZARDOUS SUBSTANCES UNDER THE COMPREHENSIVE ENVIRONMENTAL RESPONSE, COMPENSATION, AND LIABILITY ACT OF 1980","House Rules"
"H. Rept. 116-367",https://www.congress.gov/congressional-report/116th-congress/house-report/367/1,"116th Congress (2019-2020)","H.R. 4500","Promoting United States Wireless Leadership Act of 2019","House Energy and Commerce"
"H. Rept. 116-368",https://www.congress.gov/congressional-report/116th-congress/house-report/368/1,"116th Congress (2019-2020)","H.Res. 575","EXPRESSING THE SENSE OF THE HOUSE OF REPRESENTATIVES THAT ALL STAKEHOLDERS IN THE DEPLOYMENT OF 5G COMMUNICATIONS INFRASTRUCTURE SHOULD CAREFULLY CONSIDER AND ADHERE TO THE RECOMMENDATIONS OF ``THE PRAGUE PROPOSALS''","House Energy and Commerce"
"H. Rept. 116-369",https://www.congress.gov/congressional-report/116th-congress/house-report/369/1,"116th Congress (2019-2020)","H.R. 2881","SECURE 5G AND BEYOND ACT OF 2019","House Energy and Commerce"
"H. Rept. 116-370",https://www.congress.gov/congressional-report/116th-congress/house-report/370/1,"116th Congress (2019-2020)","H.R. 2932","HOMELAND SECURITY FOR CHILDREN ACT","House Homeland Security"
"H. Rept. 116-371",https://www.congress.gov/congressional-report/116th-congress/house-report/371/1,"116th Congress (2019-2020)","H.Res. 781","PROVIDING FOR CONSIDERATION OF THE CONCURRENT RESOLUTION (H. CON. RES. 83) DIRECTING THE PRESIDENT PURSUANT TO SECTION 5(c) OF THE WAR POWERS RESOLUTION TO TERMINATE THE USE OF UNITED STATES ARMED FORCES TO ENGAGE IN HOSTILITIES IN OR AGAINST IRAN","House Rules"
"H. Rept. 116-372",https://www.congress.gov/congressional-report/116th-congress/house-report/372/1,"116th Congress (2019-2020)","H.R. 1230","PROTECTING OLDER WORKERS AGAINST DISCRIMINATION ACT","House Education and Labor"
"H. Rept. 116-373",https://www.congress.gov/congressional-report/116th-congress/house-report/373/1,"116th Congress (2019-2020)","H.R. 560","NORTHERN MARIANA ISLANDS RESIDENTS RELIEF ACT","House Natural Resources"
"H. Rept. 116-374",https://www.congress.gov/congressional-report/116th-congress/house-report/374/1,"116th Congress (2019-2020)","H.R. 1492","YUCCA HOUSE NATIONAL MONUMENT EXPANSION ACT","House Natural Resources"
"H. Rept. 116-375",https://www.congress.gov/congressional-report/116th-congress/house-report/375/1,"116th Congress (2019-2020)","H.R. 4737","DEPARTMENT OF HOMELAND SECURITY CLIMATE CHANGE RESEARCH ACT","House Homeland Security"
"H. Rept. 116-376",https://www.congress.gov/congressional-report/116th-congress/house-report/376/1,"116th Congress (2019-2020)","H.R. 3851","BRAND USA EXTENSION ACT","House Energy and Commerce"
"H. Rept. 116-377",https://www.congress.gov/congressional-report/116th-congress/house-report/377/1,"116th Congress (2019-2020)","H.Res. 790","PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 1230) TO AMEND THE AGE DISCRIMINATION IN EMPLOYMENT ACT OF 1967 AND OTHER LAWS TO CLARIFY APPROPRIATE STANDARDS FOR FEDERAL EMPLOYMENT DISCRIMINATION AND RETALIATION CLAIMS, AND FOR OTHER PURPOSES; PROVIDING FOR CONSIDERATION OF THE JOINT RESOLUTION (H.J. RES. 76) PROVIDING FOR CONGRESSIONAL DISAPPROVAL UNDER CHAPTER 8 OF TITLE 5, UNITED STATES CODE, OF THE RULE SUBMITTED BY THE DEPARTMENT OF EDUCATION RELATING TO ``BORROWER DEFENSE INSTITUTIONAL ACCOUNTABILITY''; AND PROVIDING FOR PROCEEDINGS DURING THE PERIOD FROM JANUARY 17, 2020, THROUGH JANUARY 24, 2020","House Rules"
"H. Rept. 116-378",https://www.congress.gov/congressional-report/116th-congress/house-report/378/1,"116th Congress (2019-2020)","H.J.Res. 79","REMOVING THE DEADLINE FOR THE RATIFICATION OF THE EQUAL RIGHTS AMENDMENT","House Judiciary"
"H. Rept. 116-379",https://www.congress.gov/congressional-report/116th-congress/house-report/379/1,"116th Congress (2019-2020)","H.R. 3301","TAXPAYER CERTAINTY AND DISASTER TAX RELIEF ACT OF 2019","House Ways and Means"
"H. Rept. 116-380",https://www.congress.gov/congressional-report/116th-congress/house-report/380/1,"116th Congress (2019-2020)","H.R. 1076","FAIR CHANCE ACT","House Oversight and Reform"
"H. Rept. 116-381",https://www.congress.gov/congressional-report/116th-congress/house-report/381/1,"116th Congress (2019-2020)","H.R. 4671","HELPING SENIORS AFFORD HEALTH CARE ACT","House Energy and Commerce"
"H. Rept. 116-382",https://www.congress.gov/congressional-report/116th-congress/house-report/382/1,"116th Congress (2019-2020)","H.R. 964","TRANSITION TEAM ETHICS IMPROVEMENT ACT","House Oversight and Reform"
"H. Rept. 116-383",https://www.congress.gov/congressional-report/116th-congress/house-report/383/1,"116th Congress (2019-2020)","H.Res. 811","PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 3621) TO AMEND THE FAIR CREDIT REPORTING ACT TO REMOVE ADVERSE INFORMATION FOR CERTAIN DEFAULTED OR DELINQUENT PRIVATE EDUCATION LOAN BORROWERS WHO DEMONSTRATE A HISTORY OF LOAN REPAYMENT, AND FOR OTHER PURPOSES, AND PROVIDING FOR CONSIDERATION OF THE SENATE AMENDMENT TO THE BILL (H.R. 550) TO AWARD A CONGRESSIONAL GOLD MEDAL, COLLECTIVELY, TO THE UNITED STATES MERCHANT MARINERS OF WORLD WAR II, IN RECOGNITION OF THEIR DEDICATED AND VITAL SERVICE DURING WORLD WAR II","House Rules"
"H. Rept. 116-384",https://www.congress.gov/congressional-report/116th-congress/house-report/384/1,"116th Congress (2019-2020)","H.R. 3300","ECONOMIC MOBILITY ACT OF 2019","House Ways and Means"
