"Downloaded on",04/07/2021,"10:52:09 EDT"
"Search URL",https://www.congress.gov/search?pageSort=numberDesc&q=%7B%22source%22%3A%22comreports%22%2C%22congress%22%3A%22115%22%7D

"Report Number",URL,Congress,Accompanies,Title,Committee
"H. Rept. 115-833",https://www.congress.gov/congressional-report/115th-congress/house-report/833/1,"115th Congress (2017-2018)","H.R. 1482","TO AUTHORIZE THE SECRETARY OF AGRICULTURE TO MAINTAIN OR REPLACE CERTAIN FACILITIES AND STRUCTURES FOR COMMERCIAL RECREATION SERVICES AT SMITH GULCH IN IDAHO, AND FOR OTHER PURPOSES","House Natural Resources"
"H. Rept. 115-832",https://www.congress.gov/congressional-report/115th-congress/house-report/832/1,"115th Congress (2017-2018)","H.R. 4952","IMPROVING SENIORS ACCESS TO QUALITY BENEFITS ACT","House Ways and Means"
"H. Rept. 115-831",https://www.congress.gov/congressional-report/115th-congress/house-report/831/1,"115th Congress (2017-2018)","H.R. 6138","AMBULATORY SURGICAL CENTER PAYMENT TRANSPARENCY ACT OF 2018","House Ways and Means"
"H. Rept. 115-830",https://www.congress.gov/congressional-report/115th-congress/house-report/830/1,"115th Congress (2017-2018)","H.Res. 996","PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 6147) MAKING APPROPRIATIONS FOR THE DEPARTMENT OF THE INTERIOR, ENVIRONMENT, AND RELATED AGENCIES FOR THE FISCAL YEAR ENDING SEPTEMBER 30, 2019, AND FOR OTHER PURPOSES","House Rules"
"H. Rept. 115-829",https://www.congress.gov/congressional-report/115th-congress/house-report/829/1,"115th Congress (2017-2018)","H.R. 6385","STATE, FOREIGN OPERATIONS, AND RELATED PROGRAMS APPROPRIATIONS BILL, 2019","House Appropriations"
"H. Rept. 115-828",https://www.congress.gov/congressional-report/115th-congress/house-report/828/1,"115th Congress (2017-2018)","H.R. 3906","INNOVATIVE STORMWATER INFRASTRUCTURE ACT OF 2018","House Transportation and Infrastructure"
"H. Rept. 115-827",https://www.congress.gov/congressional-report/115th-congress/house-report/827/1,"115th Congress (2017-2018)","H.R. 5333","OVER-THE-COUNTER MONOGRAPH SAFETY, INNOVATION, AND REFORM ACT OF 2018","House Energy and Commerce"
"H. Rept. 115-826",https://www.congress.gov/congressional-report/115th-congress/house-report/826/1,"115th Congress (2017-2018)","H.R. 3076","CREATING ADVANCED STREAMLINED ELECTRONIC SERVICES FOR CONSTITUENTS ACT OF 2018","House Oversight and Government Reform"
"H. Rept. 115-825",https://www.congress.gov/congressional-report/115th-congress/house-report/825/1,"115th Congress (2017-2018)","H.R. 2648","VETERANS TRANSITION IMPROVEMENT ACT","House Oversight and Government Reform"
"H. Rept. 115-824",https://www.congress.gov/congressional-report/115th-congress/house-report/824/1,"115th Congress (2017-2018)","H.R. 1376","ELECTRONIC MESSAGE PRESERVATION ACT OF 2017","House Oversight and Government Reform"
"H. Rept. 115-823",https://www.congress.gov/congressional-report/115th-congress/house-report/823/1,"115th Congress (2017-2018)","H.R. 5415","GOOD ACCOUNTING OBLIGATION IN GOVERNMENT ACT","House Oversight and Government Reform"
"H. Rept. 115-822",https://www.congress.gov/congressional-report/115th-congress/house-report/822/1,"115th Congress (2017-2018)","H.R. 4446","AMENDING THE VIRGIN ISLANDS OF THE UNITED STATES CENTENNIAL COMMISSION ACT TO EXTEND THE EXPIRATION DATE OF THE COMMISSION, AND FOR OTHER PURPOSES","House Oversight and Government Reform"
"H. Rept. 115-821",https://www.congress.gov/congressional-report/115th-congress/house-report/821/1,"115th Congress (2017-2018)","H.R. 66","ROUTE 66 CENTENNIAL COMMISSION ACT","House Transportation and Infrastructure"
"H. Rept. 115-820",https://www.congress.gov/congressional-report/115th-congress/house-report/820/1,"115th Congress (2017-2018)","H.R. 5846","PROMOTING FLOOD RISK MITIGATION ACT","House Transportation and Infrastructure"
"H. Rept. 115-819",https://www.congress.gov/congressional-report/115th-congress/house-report/819/1,"115th Congress (2017-2018)","H.R. 5772","J. MARVIN JONES FEDERAL BUILDING AND MARY LOU ROBINSON UNITED STATES COURTHOUSE","House Transportation and Infrastructure"
"H. Rept. 115-818",https://www.congress.gov/congressional-report/115th-congress/house-report/818/1,"115th Congress (2017-2018)","H.R. 3460","TO DESIGNATE THE UNITED STATES COURTHOUSE LOCATED AT 323 EAST CHAPEL HILL STREET IN DURHAM, NORTH CAROLINA, AS THE ``JOHN HERVEY WHEELER UNITED STATES COURTHOUSE''","House Transportation and Infrastructure"
"H. Rept. 115-817",https://www.congress.gov/congressional-report/115th-congress/house-report/817/1,"115th Congress (2017-2018)","H.R. 4032","GILA RIVER INDIAN COMMUNITY FEDERAL RIGHTS-OF-WAY, EASEMENTS AND BOUNDARY CLARIFICATION ACT","House Natural Resources"
"H. Rept. 115-816",https://www.congress.gov/congressional-report/115th-congress/house-report/816/1,"115th Congress (2017-2018)","H.Con.Res. 128","CONCURRENT RESOLUTION ON THE BUDGET-- FISCAL YEAR 2019","House Budget"
"H. Rept. 115-815",https://www.congress.gov/congressional-report/115th-congress/house-report/815/1,"115th Congress (2017-2018)","H.Res. 989","PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 6237) TO AUTHORIZE APPROPRIATIONS FOR FISCAL YEARS 2018 AND 2019 FOR INTELLIGENCE AND INTELLIGENCE-RELATED ACTIVITIES OF THE UNITED STATES GOVERNMENT, THE COMMUNITY MANAGEMENT ACCOUNT, AND THE CENTRAL INTELLIGENCE AGENCY RETIREMENT AND DISABILITY SYSTEM, AND FOR OTHER PURPOSES","House Rules"
"H. Rept. 115-814",https://www.congress.gov/congressional-report/115th-congress/house-report/814/1,"115th Congress (2017-2018)","H.R. 5105","BETTER UTILIZATION OF INVESTMENTS LEADING TO DEVELOPMENT ACT OF 2018","House Foreign Affairs"
"H. Rept. 115-813",https://www.congress.gov/congressional-report/115th-congress/house-report/813/1,"115th Congress (2017-2018)","H.Res. 938","RESOLUTION OF INQUIRY DIRECTING THE ATTORNEY GENERAL TO PROVIDE CERTAIN DOCUMENTS IN THE ATTORNEY GENERAL'S POSSESSION TO THE HOUSE OF REPRESENTATIVES RELATING TO THE ONGOING CONGRESSIONAL INVESTIGATION RELATED TO CERTAIN PROSECUTORIAL AND INVESTIGATORY DECISIONS MADE BY THE DEPARTMENT OF JUSTICE AND FEDERAL BUREAU OF INVESTIGATION SURROUNDING THE 2016 ELECTION","House Judiciary"
"H. Rept. 115-812",https://www.congress.gov/congressional-report/115th-congress/house-report/812/1,"115th Congress (2017-2018)","H.Res. 985","PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 50) TO PROVIDE FOR ADDITIONAL SAFEGUARDS WITH RESPECT TO IMPOSING FEDERAL MANDATES, AND FOR OTHER PURPOSES, AND PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 3281) TO AUTHORIZE THE SECRETARY OF THE INTERIOR TO FACILITATE THE TRANSFER TO NON-FEDERAL OWNERSHIP OF APPROPRIATE RECLAMATION PROJECTS OR FACILITIES, AND FOR OTHER PURPOSES","House Rules"
"H. Rept. 115-811",https://www.congress.gov/congressional-report/115th-congress/house-report/811/1,"115th Congress (2017-2018)","H.R. 5970","MODERNIZING DISCLOSURES FOR INVESTORS ACT","House Financial Services"
"H. Rept. 115-810",https://www.congress.gov/congressional-report/115th-congress/house-report/810/1,"115th Congress (2017-2018)","H.R. 5749","OPTIONS MARKETS STABILITY ACT","House Financial Services"
"H. Rept. 115-809",https://www.congress.gov/congressional-report/115th-congress/house-report/809/1,"115th Congress (2017-2018)","H.R. 5793","HOUSING CHOICE VOUCHER MOBILITY DEMONSTRATION ACT OF 2018","House Financial Services"
"H. Rept. 115-808",https://www.congress.gov/congressional-report/115th-congress/house-report/808/1,"115th Congress (2017-2018)","H.R. 6139","IMPROVING INVESTMENT RESEARCH FOR SMALL AND EMERGING ISSUERS ACT","House Financial Services"
"H. Rept. 115-807",https://www.congress.gov/congressional-report/115th-congress/house-report/807/1,"115th Congress (2017-2018)","H.R. 5877","MAIN STREET GROWTH ACT","House Financial Services"
"H. Rept. 115-806",https://www.congress.gov/congressional-report/115th-congress/house-report/806/1,"115th Congress (2017-2018)","H.R. 5953","BUILDING UP INDEPENDENT LIVES AND DREAMS ACT","House Financial Services"
"H. Rept. 115-805",https://www.congress.gov/congressional-report/115th-congress/house-report/805/1,"115th Congress (2017-2018)","H.R. 6237","MATTHEW YOUNG POLLARD INTELLIGENCE AUTHORIZATION ACT FOR FISCAL YEARS 2018 AND 2019","House Intelligence (Permanent Select)"
"H. Rept. 115-804",https://www.congress.gov/congressional-report/115th-congress/house-report/804/1,"115th Congress (2017-2018)","H.R. 4537","INTERNATIONAL INSURANCE STANDARDS ACT OF 2017","House Financial Services"
"H. Rept. 115-803",https://www.congress.gov/congressional-report/115th-congress/house-report/803/1,"115th Congress (2017-2018)","H.R. 3777","JUAB COUNTY CONVEYANCE ACT OF 2018","House Natural Resources"
"H. Rept. 115-802",https://www.congress.gov/congressional-report/115th-congress/house-report/802/1,"115th Congress (2017-2018)","H.R. 5875","AMENDING THE PITTMAN-ROBERTSON WILDLIFE RESTORATION ACT AND THE DINGELL-JOHNSON FEDERAL AID IN SPORT FISH RESTORATION ACT, TO PROVIDE PARITY FOR UNITED STATES TERRITORIES AND THE DISTRICT OF COLUMBIA, TO MAKE TECHNICAL CORRECTIONS TO SUCH ACTS AND RELATED LAWS, AND FOR OTHER PURPOSES","House Natural Resources"
"H. Rept. 115-801",https://www.congress.gov/congressional-report/115th-congress/house-report/801/1,"115th Congress (2017-2018)","H.R. 6124","TRIBAL SOCIAL SECURITY FAIRNESS ACT OF 2018","House Ways and Means"
"H. Rept. 115-800",https://www.congress.gov/congressional-report/115th-congress/house-report/800/1,"115th Congress (2017-2018)","H.R. 6084","IMPROVING SOCIAL SECURITY'S SERVICE TO VICTIMS OF IDENTITY THEFT ACT","House Ways and Means"
"H. Rept. 115-799",https://www.congress.gov/congressional-report/115th-congress/house-report/799/1,"115th Congress (2017-2018)","H.R. 4917","IG SUBPOENA AUTHORITY ACT","House Oversight and Government Reform"
"H. Rept. 115-798",https://www.congress.gov/congressional-report/115th-congress/house-report/798/1,"115th Congress (2017-2018)","H.R. 50","UNFUNDED MANDATES INFORMATION AND TRANSPARENCY ACT OF 2017","House Oversight and Government Reform"
"H. Rept. 115-797,Part 2",https://www.congress.gov/congressional-report/115th-congress/house-report/797/2,"115th Congress (2017-2018)","H.Res. 928","RESOLUTION OF INQUIRY REQUESTING THE PRESIDENT AND DIRECTING THE ATTORNEY GENERAL TO TRANSMIT, RESPECTIVELY, CERTAIN DOCUMENTS TO THE HOUSE OF REPRESENTATIVES RELATING TO THE PRESIDENT'S USE OF THE PARDON POWER UNDER ARTICLE II, SECTION 2 OF THE CONSTITUTION","House Judiciary"
"H. Rept. 115-797",https://www.congress.gov/congressional-report/115th-congress/house-report/797/1,"115th Congress (2017-2018)","H.Res. 928","RESOLUTION OF INQUIRY REQUESTING THE PRESIDENT AND DIRECTING THE ATTORNEY GENERAL TO TRANSMIT, RESPECTIVELY, CERTAIN DOCUMENTS TO THE HOUSE OF REPRESENTATIVES RELATING TO THE PRESIDENT'S USE OF THE PARDON POWER UNDER ARTICLE II, SECTION 2 OF THE CONSTITUTION","House Judiciary"
"H. Rept. 115-796",https://www.congress.gov/congressional-report/115th-congress/house-report/796/1,"115th Congress (2017-2018)","H.R. 3500","ENSURING INTEGRITY IN THE IRS WORKFORCE ACT OF 2018","House Ways and Means"
"H. Rept. 115-795",https://www.congress.gov/congressional-report/115th-congress/house-report/795/1,"115th Congress (2017-2018)","H.R. 5240","ENHANCING GRID SECURITY THROUGH PUBLIC-PRIVATE PARTNERSHIPS ACT","House Energy and Commerce"
"H. Rept. 115-794",https://www.congress.gov/congressional-report/115th-congress/house-report/794/1,"115th Congress (2017-2018)","H.R. 5239","CYBER SENSE ACT OF 2018","House Energy and Commerce"
"H. Rept. 115-793",https://www.congress.gov/congressional-report/115th-congress/house-report/793/1,"115th Congress (2017-2018)","H.R. 5174","ENERGY EMERGENCY LEADERSHIP ACT","House Energy and Commerce"
"H. Rept. 115-792",https://www.congress.gov/congressional-report/115th-congress/house-report/792/1,"115th Congress (2017-2018)","H.R. 6258","FINANCIAL SERVICES AND GENERAL GOVERNMENT APPROPRIATIONS BILL, 2019","House Appropriations"
"H. Rept. 115-791",https://www.congress.gov/congressional-report/115th-congress/house-report/791/1,"115th Congress (2017-2018)","H.Res. 971","PROVIDING FOR CONSIDERATION OF THE RESOLUTION (H. RES. 970) INSISTING THAT THE DEPARTMENT OF JUSTICE FULLY COMPLY WITH THE REQUESTS, INCLUDING SUBPOENAS, OF THE PERMANENT SELECT COMMITTEE ON INTELLIGENCE AND THE SUBPOENA ISSUED BY THE COMMITTEE ON THE JUDICIARY RELATING TO POTENTIAL VIOLATIONS OF THE FOREIGN INTELLIGENCE SURVEILLANCE ACT BY PERSONNEL OF THE DEPARTMENT OF JUSTICE AND RELATED MATTERS","House Rules"
"H. Rept. 115-790",https://www.congress.gov/congressional-report/115th-congress/house-report/790/1,"115th Congress (2017-2018)","H.R. 5729","TRANSPORTATION WORKER IDENTIFICATION CREDENTIAL ACCOUNTABILITY ACT OF 2018","House Homeland Security"
"H. Rept. 115-789",https://www.congress.gov/congressional-report/115th-congress/house-report/789/1,"115th Congress (2017-2018)","H.R. 5346","COMMERCIAL SPACE SUPPORT VEHICLE ACT","House Science, Space, and Technology"
"H. Rept. 115-788",https://www.congress.gov/congressional-report/115th-congress/house-report/788/1,"115th Congress (2017-2018)","H.R. 5907","NATIONAL INNOVATION MODERNIZATION BY LABORATORY EMPOWERMENT ACT","House Science, Space, and Technology"
"H. Rept. 115-787",https://www.congress.gov/congressional-report/115th-congress/house-report/787/1,"115th Congress (2017-2018)","H.R. 5905","DEPARTMENT OF ENERGY SCIENCE AND INNOVATION ACT OF 2018","House Science, Space, and Technology"
"H. Rept. 115-786",https://www.congress.gov/congressional-report/115th-congress/house-report/786/1,"115th Congress (2017-2018)","H.Res. 965","PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 200) TO AMEND THE MAGNUSON-STEVENS FISHERY CONSERVATION AND MANAGEMENT ACT TO PROVIDE FLEXIBILITY FOR FISHERY MANAGERS AND STABILITY FOR FISHERMEN, AND FOR OTHER PURPOSES","House Rules"
"H. Rept. 115-785",https://www.congress.gov/congressional-report/115th-congress/house-report/785/1,"115th Congress (2017-2018)","H.Res. 964","PROVIDING FOR FURTHER CONSIDERATION OF THE BILL (H.R. 6157) MAKING APPROPRIATIONS FOR THE DEPARTMENT OF DEFENSE FOR THE FISCAL YEAR ENDING SEPTEMBER 30, 2019, AND FOR OTHER PURPOSES, AND PROVIDING FOR PROCEEDINGS DURING THE PERIOD FROM JUNE 29, 2018, THROUGH JULY 9, 2018","House Rules"
"H. Rept. 115-784",https://www.congress.gov/congressional-report/115th-congress/house-report/784/1,"115th Congress (2017-2018)","H.R. 5841","FOREIGN INVESTMENT RISK REVIEW MODERNIZATION ACT OF 2018","House Financial Services"
"H. Rept. 115-783",https://www.congress.gov/congressional-report/115th-congress/house-report/783/1,"115th Congress (2017-2018)","H.Res. 961","PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 6157) MAKING APPROPRIATIONS FOR THE DEPARTMENT OF DEFENSE FOR THE FISCAL YEAR ENDING SEPTEMBER 30, 2019, AND FOR OTHER PURPOSES, AND PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 2083) TO AMEND THE MARINE MAMMAL PROTECTION ACT OF 1972 TO REDUCE PREDATION ON ENDANGERED COLUMBIA RIVER SALMON AND OTHER NONLISTED SPECIES, AND FOR OTHER PURPOSES","House Rules"
"H. Rept. 115-782",https://www.congress.gov/congressional-report/115th-congress/house-report/782/1,"115th Congress (2017-2018)","H.R. 5751","GOLDEN SPIKE 150TH ANNIVERSARY ACT","House Natural Resources"
"H. Rept. 115-781",https://www.congress.gov/congressional-report/115th-congress/house-report/781/1,"115th Congress (2017-2018)","H.R. 6069","FIGHT ILLICIT NETWORKS AND DETECT TRAFFICKING ACT","House Financial Services"
"H. Rept. 115-780",https://www.congress.gov/congressional-report/115th-congress/house-report/780/1,"115th Congress (2017-2018)","H.R. 5783","COOPERATE WITH LAW ENFORCEMENT AGENCIES AND WATCH ACT OF 2018","House Financial Services"
"H. Rept. 115-779",https://www.congress.gov/congressional-report/115th-congress/house-report/779/1,"115th Congress (2017-2018)",,"REPORT on the REVISED SUBALLOCATION OF BUDGET ALLOCATIONS FOR FISCAL YEAR 2019 SUBMITTED BY MR. FRELINGHUYSEN, CHAIRMAN, COMMITTEE ON APPROPRIATIONS together with MINORITY VIEWS","House Appropriations"
"H. Rept. 115-778",https://www.congress.gov/congressional-report/115th-congress/house-report/778/1,"115th Congress (2017-2018)","H.R. 5766","SECURING PUBLIC AREAS OF TRANSPORTATION FACILITIES ACT OF 2018","House Homeland Security"
"H. Rept. 115-777",https://www.congress.gov/congressional-report/115th-congress/house-report/777/1,"115th Congress (2017-2018)","H.R. 5733","DHS INDUSTRIAL CONTROL SYSTEMS CAPABILITIES ENHANCEMENT ACT OF 2018","House Homeland Security"
"H. Rept. 115-776",https://www.congress.gov/congressional-report/115th-congress/house-report/776/1,"115th Congress (2017-2018)","H.R. 5730","TRANSPORTATION SECURITY TECHNOLOGY INNOVATION REFORM ACT OF 2018","House Homeland Security"
"H. Rept. 115-775",https://www.congress.gov/congressional-report/115th-congress/house-report/775/1,"115th Congress (2017-2018)","H.R. 4528","TO MAKE TECHNICAL AMENDMENTS TO CERTAIN MARINE FISH CONSERVATION STATUTES, AND FOR OTHER PURPOSES","House Natural Resources"
"H. Rept. 115-774",https://www.congress.gov/congressional-report/115th-congress/house-report/774/1,"115th Congress (2017-2018)","H.R. 5207","IMMIGRATION ADVISORY PROGRAM AUTHORIZATION ACT OF 2018","House Homeland Security"
"H. Rept. 115-773",https://www.congress.gov/congressional-report/115th-congress/house-report/773/1,"115th Congress (2017-2018)","H.R. 5206","OFFICE OF BIOMETRIC IDENTITY MANAGEMENT AUTHORIZATION ACT OF 2018","House Homeland Security"
"H. Rept. 115-772",https://www.congress.gov/congressional-report/115th-congress/house-report/772/1,"115th Congress (2017-2018)","H.Res. 954","PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 4760) TO AMEND THE IMMIGRATION LAWS AND THE HOMELAND SECURITY LAWS, AND FOR OTHER PURPOSES","House Rules"
"H. Rept. 115-771",https://www.congress.gov/congressional-report/115th-congress/house-report/771/1,"115th Congress (2017-2018)","H.Res. 953","PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 6136) TO AMEND THE IMMIGRATION LAWS AND PROVIDE FOR BORDER SECURITY, AND FOR OTHER PURPOSES","House Rules"
"H. Rept. 115-770",https://www.congress.gov/congressional-report/115th-congress/house-report/770/1,"115th Congress (2017-2018)","H.Res. 952","PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 4760) TO AMEND THE IMMIGRATION LAWS AND THE HOMELAND SECURITY LAWS, AND FOR OTHER PURPOSES","House Rules"
"H. Rept. 115-769",https://www.congress.gov/congressional-report/115th-congress/house-report/769/1,"115th Congress (2017-2018)","H.R. 6157","DEPARTMENT OF DEFENSE APPROPRIATIONS BILL, 2019","House Appropriations"
"H. Rept. 115-768",https://www.congress.gov/congressional-report/115th-congress/house-report/768/1,"115th Congress (2017-2018)","H.R. 3392","LAKE BISTINEAU LAND TITLE STABILITY ACT","House Natural Resources"
